Probe	Gene	c151	c152	c153	c155	c156	c159	c160	c161	c162	c163	c164	c165	c166	c167	c168	c169	c170	c171	c172	c173	c174	c175	c179	c180	c181	c184	c185	c186	c188	c189	c191	c192	c193	c194	c195	c197	c199	c200	c201	c202	c203	c205	c206	c207	c208	d122	d123	d124	d125	d126	d128	d130	d131	d132	d133	d134	d136	d137	d138	d139	d140	d141	d142	d143	d144	d145	d148	d149	d150	u127	u129	u135	u146	u147	u154	u157	u158	u176	u177	u178	u182	u183	u187	u190	u196	u198	u204
cg09356401	UGP2	0.03831825	0.03977297	0.05283955	0.03776832	0.02663006	0.02973105	0.02588377	0.03393273	0.02295337	0.02363583	0.02497286	0.02520487	0.02932799	0.02599192	0.02509014	0.02253408	0.01803893	0.02169454	0.02185283	0.02610031	0.01533661	0.02054828	0.01584961	0.04549573	0.0446045	0.03362316	0.03659876	0.03247976	0.02544691	0.02405715	0.02384546	0.02821135	0.02944634	0.02422853	0.02192189	0.02451656	0.01931262	0.01877817	0.02010283	0.01708678	0.01984908	0.01612246	0.02073421	0.0141129	0.0222315	0.03046137	0.0355058	0.04696314	0.0441788	0.03031239	0.02499538	0.02821345	0.03338146	0.03187861	0.02316579	0.02436813	0.03201153	0.02081974	0.02288562	0.01882313	0.02017054	0.01643717	0.02163998	0.01456524	0.02009622	0.01965103	0.02748076	0.02009714	0.0226751	0.04087584	0.02016013	0.02782553	0.0178191	0.02222903	0.03549336	0.0321596	0.02721681	0.01910903	0.02297852	0.02104792	0.04337685	0.03827132	0.02505915	0.03306498	0.02618627	0.01822674	0.01974591
cg22458194	DRD2	0.141357	0.1520203	0.1435178	0.1257242	0.130897	0.1168562	0.1267159	0.1303588	0.1449842	0.1426052	0.1252691	0.1382383	0.1311934	0.1430015	0.1232391	0.1333807	0.117485	0.1419089	0.1252454	0.1334532	0.1300486	0.1227432	0.135695	0.1816104	0.180461	0.1568032	0.1813107	0.1429251	0.1545062	0.1458626	0.154838	0.1599065	0.1401953	0.1323993	0.1416566	0.1453585	0.1615662	0.1830706	0.1217535	0.1494418	0.1381797	0.1494139	0.1470301	0.1420628	0.1591694	0.1429706	0.142051	0.1435778	0.1560213	0.1546831	0.1429559	0.1363169	0.1323842	0.1070245	0.1171459	0.1449355	0.1290067	0.1224368	0.1360963	0.1405544	0.1274043	0.1136202	0.1543556	0.1094624	0.1088174	0.1144499	0.1512959	0.1063102	0.135351	0.1625903	0.1183392	0.137813	0.1324437	0.1169411	0.1383536	0.1265624	0.1169831	0.1248114	0.1478128	0.1274515	0.1609416	0.1236848	0.1222684	0.1380914	0.1756022	0.1500044	0.1506972
cg05540047	CCNG1	0.2069916	0.1528178	0.1847469	0.1947907	0.180006	0.2220881	0.152835	0.1400228	0.1769678	0.2420886	0.1879067	0.1509493	0.1896153	0.2861903	0.1969156	0.2207042	0.2254746	0.1674399	0.3863429	0.1235339	0.1425521	0.1564694	0.1721225	0.1733406	0.1963137	0.1806972	0.1892097	0.2442448	0.1347144	0.1632899	0.1025377	0.2091749	0.1981996	0.2281952	0.1940922	0.2181552	0.2213615	0.1367681	0.1085714	0.3319155	0.1700876	0.09595149	0.1586699	0.1536337	0.1467673	0.2121346	0.177495	0.2383241	0.2172816	0.18777	0.2199693	0.2563342	0.1303089	0.1472122	0.147237	0.1678456	0.1499176	0.149757	0.1957398	0.1463621	0.1761581	0.2035635	0.1546174	0.17806	0.1622919	0.1393878	0.2563511	0.1595323	0.2284314	0.1968959	0.2231508	0.1391024	0.169458	0.1763835	0.2077952	0.1861335	0.2163483	0.1523038	0.1683915	0.235304	0.2263989	0.1847963	0.1768948	0.1513215	0.184974	0.1719061	0.220319
cg14909179	CHID1	0.5496475	0.6183916	0.6205987	0.5564123	0.7289737	0.6925197	0.5554872	0.6034763	0.5967531	0.7921138	0.6329862	0.7137035	0.7553402	0.7598144	0.7609249	0.7020499	0.644201	0.6679969	0.56961	0.6289645	0.5937855	0.6526676	0.6785005	0.7299466	0.6669488	0.5712482	0.7586383	0.578802	0.7627022	0.6836203	0.4998568	0.7745509	0.7137255	0.7635821	0.7017391	0.7453682	0.5427744	0.693814	0.5577729	0.6090673	0.673716	0.7619262	0.7113076	0.7202595	0.6906676	0.3998819	0.334633	0.3757336	0.3453689	0.3404964	0.3320567	0.3780875	0.2958175	0.3289191	0.3228081	0.4398496	0.336381	0.2758842	0.389367	0.340724	0.432489	0.3158537	0.4349616	0.3509482	0.3462236	0.4250814	0.4910477	0.3091095	0.3689961	0.3854613	0.3176334	0.4832805	0.3354102	0.3500675	0.5318907	0.6245367	0.5983033	0.6859978	0.7307934	0.7411307	0.6306159	0.5501078	0.6132515	0.5853392	0.6979576	0.7355306	0.6324393
cg04679098	KCNMB3	0.8940051	0.9086755	0.90966	0.8893989	0.9142537	0.9107735	0.8985196	0.8956893	0.9091979	0.9232565	0.9006205	0.8930575	0.915382	0.9291165	0.9126246	0.9197878	0.9077997	0.9012748	0.9137464	0.9089932	0.9016379	0.898619	0.9229279	0.9074002	0.9191443	0.8876288	0.8675705	0.8935294	0.9269382	0.8841778	0.9084389	0.9188812	0.8991489	0.9216968	0.9272395	0.9061735	0.8984883	0.9179969	0.9330199	0.9187992	0.9236098	0.8988901	0.9204384	0.8998063	0.9266772	0.9110323	0.9051893	0.8995516	0.8953039	0.8754966	0.8889042	0.9282628	0.9182709	0.9014962	0.8985315	0.884605	0.90281	0.9001508	0.9310371	0.8869804	0.9347878	0.8981829	0.9197156	0.9090565	0.901968	0.891428	0.9302303	0.9336357	0.9102096	0.8900752	0.9042643	0.8894467	0.9017384	0.9072478	0.8479276	0.9111587	0.9203972	0.9269715	0.9214231	0.9102902	0.8955892	0.8729827	0.8812596	0.8946815	0.9063436	0.883402	0.9214924
cg04750100	LCT	0.5571927	0.3297827	0.5026207	0.4461339	0.5008913	0.4407684	0.3067485	0.3950193	0.4700436	0.5518349	0.5122349	0.5345949	0.4994903	0.5419708	0.4370371	0.4277886	0.4502024	0.4809467	0.2993518	0.3661972	0.5215794	0.5203345	0.5060189	0.6867799	0.5764753	0.4982249	0.6100335	0.455221	0.5431035	0.440381	0.3905397	0.5563471	0.6177228	0.5760499	0.6199398	0.4112426	0.5019705	0.5048909	0.3586845	0.427429	0.4522748	0.3805497	0.5037129	0.4573434	0.6386555	0.06702776	0.02055675	0.1178451	0.1619787	0.1577735	0.2078138	0.1851657	0.07687166	0.188708	0.1246377	0.1566686	0.01832276	0.1899359	0.1185882	0.1832101	0.211556	0.1154321	0.1855182	0.1218063	0.09607498	0.1433096	0.2609263	0.186685	0.1422495	0.2177677	0.1759309	0.2182997	0.193096	0.1142298	0.5751858	0.5457593	0.5931593	0.5526437	0.5485742	0.4042446	0.3702822	0.5318124	0.5026816	0.5900645	0.4377947	0.371845	0.424636
cg22891070	HIF3A	0.8416587	0.797567	0.6932914	0.3898445	0.8187231	0.7178508	0.6007099	0.568446	0.4541873	0.5462871	0.4155808	0.714401	0.7173294	0.8371008	0.7381049	0.5104626	0.6502498	0.4330297	0.5497565	0.5677735	0.6456746	0.8315056	0.5817602	0.8363705	0.6153532	0.3747596	0.7625031	0.4829236	0.7609009	0.5324992	0.5320697	0.5581609	0.5855488	0.7484573	0.8201249	0.6926809	0.6136137	0.5914173	0.4281002	0.5696214	0.7388954	0.3796637	0.8161961	0.734696	0.4447233	0.9803247	0.9750538	0.9391381	0.9386957	0.9011885	0.9405327	0.9402419	0.8733359	0.8211883	0.7911435	0.948105	0.9622532	0.9392076	0.9671648	0.9322402	0.8574432	0.9498331	0.8923508	0.8952191	0.9105814	0.8884696	0.8238231	0.9509531	0.9187827	0.9554078	0.9371896	0.9384214	0.9230894	0.8000652	0.6926244	0.5869565	0.6120487	0.4040227	0.6809611	0.7999109	0.740702	0.4534241	0.5937811	0.7083429	0.6808803	0.6697537	0.6933805
cg05215830	GP6	0.6454271	0.8313185	0.6979071	0.588975	0.7100039	0.6251541	0.7867563	0.6180425	0.7072273	0.7084712	0.7889664	0.7162023	0.805425	0.772766	0.8486221	0.8102564	0.7548013	0.6819569	0.8114542	0.7090153	0.7927097	0.7564023	0.6798998	0.7592391	0.7612103	0.6184747	0.643061	0.8351557	0.6099479	0.7114221	0.8107005	0.7259179	0.7514919	0.8168443	0.7581127	0.6838408	0.690724	0.7085683	0.7311535	0.8312698	0.6484807	0.4709882	0.6700205	0.7054616	0.7980185	0.3480933	0.4505341	0.4841513	0.3927686	0.4538099	0.6895614	0.4971558	0.4608713	0.3789257	0.4909336	0.5343348	0.4383764	0.4522223	0.4062692	0.4595665	0.5419711	0.3816464	0.42551	0.4917496	0.3957346	0.5136862	0.4575221	0.4670256	0.4817487	0.518654	0.3935968	0.4969169	0.4224185	0.4015905	0.7441764	0.6870176	0.6722996	0.6679528	0.7705233	0.6994359	0.5779338	0.625663	0.5553359	0.5426983	0.7760922	0.7345052	0.6526555
cg11901362	ADI1	0.9047204	0.8575672	0.8905826	0.8384953	0.8552923	0.8850336	0.8704038	0.8645833	0.8807237	0.9118517	0.9003682	0.9036822	0.8884203	0.9290361	0.9417358	0.9063053	0.8947494	0.8970782	0.8836386	0.8540709	0.8733237	0.8945578	0.8841502	0.8776343	0.8802131	0.8363661	0.8659794	0.8932838	0.8944995	0.8731251	0.8836478	0.8655295	0.8902143	0.9181426	0.8729648	0.8993289	0.8310596	0.8901307	0.8892236	0.891489	0.9137601	0.8882018	0.8956944	0.88735	0.8813094	0.880496	0.885065	0.8807391	0.8576937	0.8508897	0.85734	0.9311749	0.8790002	0.879142	0.8913593	0.8812335	0.8875518	0.86353	0.9198163	0.8776719	0.8992579	0.8686038	0.8937598	0.8701771	0.9011374	0.896196	0.8810445	0.8808442	0.8842472	0.8373342	0.8414812	0.9145927	0.9000447	0.8870025	0.8666172	0.8628186	0.8958119	0.9071804	0.897396	0.8956106	0.8714774	0.848036	0.895593	0.8792256	0.8945	0.9060751	0.8813949
cg22629375	OSCAR	0.5366509	0.4746078	0.4447324	0.4663548	0.492907	0.4848523	0.5397473	0.5335026	0.4453022	0.4801845	0.4697223	0.5024875	0.4561879	0.5117388	0.3532471	0.4475994	0.3913479	0.5863143	0.5554154	0.4233114	0.5354849	0.509142	0.5603495	0.6166606	0.5275963	0.6098279	0.5344368	0.3755132	0.5620612	0.4316307	0.5088006	0.4660161	0.5243173	0.5653221	0.4891919	0.3578541	0.5402371	0.5822576	0.5232781	0.3173112	0.5135865	0.4615862	0.6092263	0.4069885	0.6125855	0.2748498	0.1392906	0.2016485	0.2654615	0.3004709	0.2124258	0.295119	0.3053674	0.2442809	0.2160226	0.1656375	0.1953705	0.1774115	0.2356273	0.2049112	0.2428831	0.2281177	0.2643095	0.232469	0.1467775	0.1600254	0.4168793	0.2355381	0.1960173	0.3072054	0.3018257	0.1988726	0.2682507	0.2280172	0.4685632	0.5079532	0.5215275	0.4516083	0.6409575	0.5083491	0.4763022	0.4650047	0.6429124	0.7520112	0.5054197	0.5708053	0.530303
cg22857963	GLI4	0.3774582	0.2437569	0.2998608	0.1985977	0.2427156	0.1261769	0.2219916	0.09344615	0.3793466	0.2689553	0.1022662	0.2702681	0.2091975	0.2769105	0.1971871	0.235769	0.1213641	0.140844	0.2244635	0.1539404	0.2347183	0.3117251	0.2290087	0.3102422	0.3195517	0.1624365	0.3688557	0.2793313	0.169933	0.06732731	0.2153995	0.2264005	0.1224008	0.2345283	0.1973	0.2534196	0.1474208	0.2182163	0.1352876	0.07598672	0.2319385	0.09563174	0.08992866	0.1199242	0.4043922	0.3575299	0.3401735	0.4696144	0.5029301	0.5110416	0.3210718	0.3476759	0.5008312	0.5459927	0.4033986	0.3085185	0.3856367	0.6135262	0.553669	0.4981021	0.6856825	0.575834	0.4712778	0.6509455	0.3925105	0.3693306	0.3966473	0.3259093	0.4149759	0.4452515	0.5319831	0.5670699	0.4812619	0.4659887	0.1796324	0.1924065	0.1375707	0.2016659	0.2750497	0.1776775	0.2722247	0.1029759	0.1854072	0.1267733	0.2247253	0.2091622	0.1952829
cg20988098	ZDHHC14	0.5874897	0.454091	0.3959636	0.5350052	0.5949348	0.3323328	0.5877784	0.4036835	0.4960225	0.3635141	0.4674436	0.4351811	0.4915678	0.5264772	0.4852612	0.3446846	0.2933468	0.5668511	0.5266904	0.5097994	0.4896742	0.5385701	0.5399678	0.5790337	0.4890164	0.4747423	0.6164612	0.4081674	0.4444678	0.5658527	0.2461879	0.2803547	0.4437683	0.5864865	0.5866774	0.4015673	0.6389767	0.4658916	0.4111792	0.3931765	0.4277222	0.5661785	0.3613548	0.4302155	0.4362998	0.1030145	0.02355938	0.03996658	0.1880982	0.1834182	0.09355317	0.08752253	0.1819474	0.08115134	0.1850467	0.08716763	0.041841	0.07505938	0.06737658	0.06312653	0.09943237	0.02516556	0.1180944	0.07981999	0.08981289	0.07564951	0.1133876	0.03610949	0.1456192	0.1510456	0.154161	0.1190975	0.1156886	0.08365977	0.5418927	0.5242556	0.5743084	0.3624792	0.3185139	0.45	0.4027468	0.4940508	0.3832639	0.6168793	0.3417445	0.3695931	0.4902005
cg08248579	KIF13A	0.4496101	0.4912892	0.578404	0.5390525	0.4781659	0.5435379	0.3780298	0.5295337	0.5093763	0.5192269	0.4167932	0.4912737	0.3845918	0.6231846	0.5385032	0.4748136	0.3562738	0.461443	0.3117827	0.4724038	0.4746763	0.4530303	0.5180656	0.5638997	0.6278495	0.5174338	0.4208162	0.4770821	0.5299001	0.3221998	0.5076923	0.4637623	0.5492045	0.634384	0.5018868	0.5386042	0.3290835	0.4000344	0.3624589	0.4284301	0.4393939	0.4258077	0.3313977	0.5127342	0.4280216	0.6103485	0.7592615	0.782389	0.7580378	0.8342572	0.7435518	0.7855599	0.7241088	0.7504951	0.8543792	0.7321512	0.6628012	0.7300993	0.7727459	0.7020624	0.684019	0.668397	0.7462817	0.7385662	0.7741989	0.6112019	0.6765919	0.7147603	0.6903288	0.7328393	0.6603099	0.8575906	0.6824187	0.6819672	0.555851	0.5238485	0.5653968	0.4781244	0.4239909	0.5959948	0.5304172	0.3630832	0.4462922	0.5191338	0.4555556	0.3812974	0.2835564
cg09465703	JMJD8	0.173913	0.2441504	0.1643639	0.1841972	0.1722852	0.2079803	0.1921232	0.185588	0.2557862	0.2989542	0.1889854	0.238869	0.2141179	0.1564246	0.2266916	0.1805404	0.1764224	0.2482802	0.2781138	0.2742062	0.1823331	0.1997016	0.217722	0.2036199	0.2209127	0.2376833	0.1855145	0.2953463	0.2816787	0.1971052	0.1898601	0.2196126	0.138079	0.1553496	0.3302617	0.2085781	0.1715925	0.1920023	0.2407638	0.2316045	0.1445938	0.05856909	0.1705451	0.221347	0.1509615	0.4310991	0.509724	0.3921659	0.4670602	0.5028719	0.5330967	0.4427904	0.3984053	0.5597815	0.5158367	0.4925657	0.4368608	0.4105382	0.4526332	0.5147585	0.4957547	0.3922481	0.3903389	0.4561096	0.4414318	0.4190638	0.381671	0.4215328	0.4809093	0.4567672	0.4212561	0.4477569	0.5479602	0.5482297	0.2097692	0.2453095	0.2105263	0.2151127	0.1658199	0.2265428	0.1151014	0.1805238	0.1731668	0.1560349	0.2583168	0.1940799	0.2520155
cg07308257	EEPD1	0.8222943	0.8509309	0.8098213	0.8619196	0.8263743	0.8480417	0.8263665	0.8297229	0.822358	0.8214986	0.8497998	0.8812021	0.822892	0.8317957	0.8495778	0.8329659	0.8757629	0.8336953	0.8344934	0.8127978	0.8297326	0.8114714	0.8505529	0.8337879	0.84609	0.8643796	0.8157476	0.8766309	0.862834	0.8570881	0.8361111	0.7965977	0.8582605	0.8650512	0.8488078	0.8269514	0.8151008	0.8139006	0.847373	0.8313535	0.8100632	0.8043431	0.8458802	0.8394434	0.8377581	0.8491311	0.8025996	0.8203787	0.8157221	0.8395132	0.8395666	0.8324386	0.8374948	0.8897959	0.8389469	0.7649715	0.8799176	0.8405523	0.877772	0.7935133	0.8327261	0.8173564	0.8323928	0.8441182	0.8440183	0.8348299	0.8311828	0.8375265	0.8358572	0.831614	0.8422655	0.8714499	0.8521425	0.8675	0.8389698	0.8646163	0.8350843	0.853071	0.8466526	0.8488818	0.866473	0.7896449	0.8134573	0.8827491	0.8597084	0.8649043	0.8114938
cg14416623	NCKAP5	0.2511889	0.1271658	0.169543	0.1490361	0.1566387	0.1827572	0.1645737	0.1665268	0.1377108	0.2032483	0.1470809	0.157619	0.2226882	0.207759	0.1560428	0.1906482	0.1202873	0.192332	0.1587384	0.1819074	0.1938747	0.1746808	0.1815484	0.2174296	0.1245269	0.1452274	0.1982609	0.1267195	0.2460347	0.1455709	0.1434872	0.1617516	0.1068108	0.05908539	0.1595595	0.1894837	0.225758	0.1764241	0.1190154	0.189128	0.1591951	0.1292496	0.1674481	0.1520169	0.1199432	0.3163504	0.1941098	0.2510128	0.2870647	0.2737889	0.1975133	0.2687268	0.2766649	0.2228745	0.1623581	0.2760952	0.2054455	0.2798864	0.2649239	0.2348887	0.2896024	0.22137	0.1929957	0.2542955	0.2877951	0.1651584	0.2729124	0.2395382	0.2553428	0.2617961	0.2985005	0.2453555	0.2018486	0.1726355	0.1669954	0.1116751	0.1928834	0.1297556	0.2015279	0.2200416	0.1651266	0.1072675	0.1375	0.1470935	0.1318945	0.1892794	0.1424623
cg08106847	PTPRN2	0.8438814	0.8902739	0.7762924	0.856895	0.8261777	0.8701029	0.840708	0.873817	0.867492	0.8482709	0.8766442	0.8560191	0.8784228	0.8645703	0.8048866	0.8532602	0.8827774	0.8090261	0.8607561	0.8391365	0.8514434	0.8418403	0.8566237	0.7823454	0.8812764	0.8481504	0.8188204	0.8594273	0.8141603	0.8832949	0.8477073	0.8778176	0.7866486	0.8960396	0.83827	0.8598168	0.8613319	0.8587452	0.8318201	0.8421053	0.8186082	0.8551458	0.7980658	0.8538556	0.8650624	0.8834397	0.8603244	0.8818752	0.8172414	0.851621	0.822687	0.8214069	0.8656738	0.8627808	0.8377672	0.8442659	0.842796	0.8358686	0.8755575	0.8322533	0.8091688	0.8124707	0.8652954	0.8379846	0.8329275	0.8145015	0.8499265	0.7880219	0.8862661	0.8634441	0.8339607	0.8047686	0.8579797	0.8643617	0.7759529	0.8191154	0.8440997	0.8373351	0.8498197	0.8338637	0.8334216	0.8706214	0.8175691	0.8838189	0.8761591	0.8177063	0.8686298
cg13507429	KLHDC7A	0.6844712	0.7390832	0.7300632	0.7319989	0.6242094	0.5738057	0.6681309	0.8094527	0.6989701	0.7864696	0.7705956	0.8170426	0.7204362	0.7290936	0.7252265	0.6285014	0.8415452	0.724708	0.8161528	0.8217952	0.7757865	0.7818074	0.716405	0.7067702	0.7660896	0.7517983	0.7369645	0.7490646	0.7219126	0.7256941	0.7045023	0.8454502	0.7905061	0.7876474	0.7787142	0.7313351	0.7695624	0.7749838	0.7854726	0.8295165	0.7295874	0.7264455	0.8471028	0.7562512	0.7768842	0.7603591	0.7346964	0.6796913	0.7783974	0.7089664	0.7044575	0.7843196	0.7033162	0.6868166	0.7290196	0.7336674	0.8571429	0.7477593	0.8010799	0.7696636	0.7461715	0.742234	0.6757557	0.7542339	0.8146418	0.7390554	0.7977907	0.7176137	0.8396742	0.6433721	0.7808341	0.7540144	0.7623878	0.8534331	0.7596318	0.7694458	0.7515404	0.8286713	0.8634107	0.6663591	0.7931818	0.7187334	0.736038	0.8285209	0.8078874	0.6849144	0.7742704
cg26995224	KDM2B	0.4605798	0.4985365	0.5034974	0.4753386	0.5534004	0.4247501	0.4343696	0.5075442	0.4271852	0.5383742	0.4323607	0.5429944	0.5796649	0.5561871	0.514887	0.4767005	0.3980637	0.49148	0.4494403	0.4921687	0.5390965	0.4560072	0.5211259	0.447455	0.512634	0.459824	0.6234387	0.5232956	0.5230417	0.3564984	0.4232946	0.5933784	0.5028414	0.480285	0.6207168	0.5417864	0.3894648	0.5016717	0.4575272	0.6612137	0.4538581	0.2582004	0.4786125	0.4416166	0.487478	0.7955049	0.78628	0.7117464	0.7283093	0.7584431	0.7366585	0.7302914	0.6636631	0.7523516	0.6862847	0.6780622	0.7827857	0.7574558	0.818096	0.7233102	0.7174777	0.7367466	0.8076735	0.7333333	0.7957075	0.7535077	0.7428572	0.7390882	0.7484345	0.7274221	0.7042192	0.7243167	0.7271593	0.7608381	0.4302181	0.5564873	0.4071983	0.4843329	0.4754319	0.5095253	0.5852376	0.3686206	0.3876002	0.5649291	0.5063993	0.4976268	0.4872165
cg17525495	BZRAP1	0.4371864	0.5393823	0.5084931	0.3844527	0.5410997	0.553803	0.5487372	0.560726	0.5545798	0.5795923	0.4647303	0.5941404	0.5886438	0.6579824	0.5499	0.5498968	0.3769176	0.6003232	0.5960565	0.5878403	0.5585725	0.5278786	0.5896601	0.5263203	0.5971938	0.4875754	0.5410563	0.4143223	0.5156218	0.4155483	0.4847691	0.5498762	0.4540908	0.5219024	0.5193415	0.5843063	0.5654507	0.5772682	0.5362138	0.558983	0.5678224	0.4559441	0.4651346	0.5137138	0.5086024	0.38995	0.5546287	0.5263237	0.547603	0.6067879	0.6363568	0.6670611	0.5473342	0.5010895	0.449459	0.6791168	0.5514041	0.5809403	0.623068	0.5759667	0.5743408	0.5724638	0.6677243	0.572329	0.5452907	0.4769641	0.5264856	0.6269663	0.6079442	0.6483799	0.516032	0.6178461	0.5283779	0.5101089	0.5577617	0.4674959	0.5095918	0.3725306	0.5287723	0.5703157	0.5118828	0.4656427	0.5531952	0.5884162	0.5410845	0.5847085	0.5389604
cg01588379	PRKAG2	0.9359133	0.9381855	0.748618	0.9441224	0.9048095	0.933326	0.955946	0.9320825	0.9509858	0.8226833	0.9217969	0.9463871	0.9192656	0.8717866	0.8452809	0.8786757	0.8846664	0.9401611	0.9358847	0.8559189	0.9374669	0.9308574	0.926416	0.9552002	0.9609333	0.9738988	0.9142776	0.9631688	0.9315863	0.9490814	0.773015	0.864619	0.915537	0.9157515	0.9350887	0.8956352	0.905762	0.893986	0.8834613	0.8986609	0.9243856	0.8862429	0.8909829	0.9212446	0.9425278	0.6990654	0.7310614	0.4614481	0.6389788	0.7365057	0.756071	0.6678939	0.7926741	0.6641033	0.8286658	0.4109546	0.8069295	0.6501006	0.666191	0.6733698	0.6173482	0.5403876	0.6526641	0.6107999	0.4267243	0.4617198	0.6055559	0.4239496	0.7340624	0.6688845	0.6455901	0.762046	0.6004925	0.5994821	0.9021198	0.9489189	0.8942657	0.9082038	0.9158424	0.8867751	0.8988402	0.8943855	0.8755975	0.9425321	0.9285119	0.8551847	0.9457145
cg11072645	PTPRN2	0.3215629	0.4003945	0.3395018	0.3879247	0.1975638	0.3520249	0.3073091	0.3212977	0.3725528	0.4441096	0.2328542	0.3621287	0.3494481	0.4200494	0.3322951	0.3287542	0.2613833	0.4422805	0.333869	0.2652416	0.3441894	0.3739898	0.3842177	0.3374975	0.3456144	0.3525929	0.3365605	0.4271303	0.5001817	0.2917425	0.4432442	0.462942	0.3505612	0.3458777	0.3750581	0.4267662	0.4676696	0.3742122	0.2483689	0.2021448	0.3310025	0.3143121	0.4122137	0.381336	0.4074996	0.4593499	0.3901051	0.408616	0.5625663	0.4137833	0.4103556	0.4825554	0.302202	0.3426657	0.4172827	0.4211816	0.3273995	0.4038586	0.4324146	0.4272346	0.4141317	0.3106173	0.4163812	0.3283806	0.3561981	0.3679675	0.404707	0.3340631	0.444407	0.3070039	0.3573251	0.3945324	0.38426	0.4464512	0.4219828	0.4124205	0.3328508	0.4220899	0.5715475	0.3652921	0.2016229	0.3191074	0.4334888	0.4179309	0.3541818	0.3076521	0.3176323
cg21307155	SLC4A11	0.6976157	0.73397	0.679371	0.7249964	0.6670662	0.7315313	0.7205128	0.7221646	0.6949189	0.7343492	0.7277928	0.7331122	0.7167261	0.6855435	0.7398706	0.6870506	0.7203397	0.701426	0.7165164	0.7018906	0.7114649	0.7266605	0.7361313	0.6860646	0.7058262	0.7502159	0.6677546	0.7319609	0.7283961	0.7173003	0.7000781	0.6949986	0.701617	0.7663634	0.732489	0.6771012	0.6247512	0.6710708	0.6807897	0.6851617	0.6683706	0.6796833	0.7037892	0.7060718	0.7537997	0.7411044	0.7434648	0.69936	0.7013218	0.6134124	0.7242587	0.70373	0.7014675	0.737155	0.7136193	0.6638264	0.7327757	0.7063485	0.6892163	0.6933584	0.7074845	0.7131663	0.6247324	0.7117587	0.7091039	0.7027369	0.6882564	0.6797861	0.7204798	0.6505161	0.7130443	0.6375902	0.7201133	0.7054425	0.7123269	0.7277337	0.7171556	0.7525135	0.7068714	0.6900845	0.6892071	0.6724752	0.6679642	0.725163	0.6959803	0.6812618	0.7263944
cg19547144	C3orf25	0.04253262	0.05101932	0.02405985	0.03163829	0.063814	0.05559089	0.05206042	0.0721624	0.06399871	0.09343148	0.03694114	0.09589627	0.06356116	0.09591815	0.02727148	0.02636111	0.0324046	0.07115762	0.03534304	0.05860949	0.05600352	0.03320885	0.06988443	0.0536348	0.09021407	0.03685708	0.09890596	0.06076176	0.03449583	0.04843788	0.0865326	0.0753986	0.06745002	0.05969451	0.08071877	0.09539565	0.115625	0.1192196	0.05753879	0.05007324	0.06936236	0.06365884	0.05317823	0.04806603	0.04082743	0.01540185	0.02686818	0.01185811	0.07727551	0.1471706	0.06066093	0.09167399	0.07730337	0.07203173	0.04463952	0.1162094	0.0639568	0.03144064	0.1247662	0.05268577	0.06560415	0.06938985	0.1061252	0.03662617	0.0529782	0.07657501	0.1115058	0.04751381	0.0656558	0.1509456	0.04248088	0.1618924	0.0852137	0.06350595	0.05684351	0.05269213	0.06131946	0.03853955	0.06518938	0.05216521	0.03756356	0.05857405	0.1436884	0.08934987	0.1208572	0.0681676	0.06698564
cg16361343	EHMT2	0.8754739	0.8855411	0.8648599	0.8849311	0.837756	0.8566574	0.8655576	0.869624	0.9093388	0.8692852	0.8743307	0.8693009	0.8563116	0.9047125	0.8694915	0.8575726	0.8593915	0.880735	0.9000999	0.85364	0.8693282	0.9073222	0.8332799	0.8806121	0.872839	0.9755069	0.8717096	0.8910278	0.8545355	0.9160607	0.8785541	0.8858132	0.8470136	0.9007021	0.8728867	0.8730841	0.8324988	0.8285473	0.8608472	0.8533493	0.8578615	0.8624188	0.8486822	0.8574618	0.9375134	0.9010168	0.9357581	0.8610294	0.8483211	0.8626411	0.8195674	0.8734414	0.8885118	0.838815	0.8637184	0.8670064	0.8845937	0.8527219	0.8491472	0.807031	0.8404443	0.8833256	0.830974	0.8401591	0.859484	0.8693746	0.8654837	0.8480364	0.8594385	0.83698	0.8932395	0.8661993	0.9021601	0.8876238	0.801507	0.8959082	0.9056979	0.9081342	0.8577932	0.8657695	0.8818117	0.8824654	0.8403128	0.8618284	0.8459241	0.8647654	0.8562487
cg26889659	EXOC2	0.686216	0.77394	0.6280698	0.766216	0.7423801	0.7737525	0.5298575	0.611433	0.8578128	0.8395696	0.7417637	0.7527767	0.643743	0.7724618	0.6308509	0.7511185	0.4414613	0.7330987	0.5546002	0.7952214	0.7095709	0.778799	0.6195411	0.7487983	0.7664166	0.7926404	0.7103942	0.7240748	0.637385	0.5730902	0.5975842	0.8499244	0.8036033	0.5053594	0.5917149	0.759034	0.5188072	0.7514591	0.7665805	0.7661337	0.6384009	0.3733422	0.423618	0.5645624	0.7023214	0.8569536	0.7961947	0.7646579	0.8213559	0.8624606	0.8209147	0.8289765	0.7187809	0.635206	0.8352963	0.7761958	0.8372738	0.8868511	0.8826367	0.730335	0.8194946	0.3775299	0.8213643	0.8108453	0.77691	0.7313942	0.6670641	0.4037083	0.568871	0.8240901	0.8713467	0.8379182	0.83425	0.8187791	0.3792905	0.7585464	0.7337602	0.5315365	0.6471608	0.4241554	0.7774655	0.5707747	0.7881823	0.7111967	0.6881736	0.6620214	0.7701587
